日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均.1,25日平均.1
2016/03/14,"17,155.52","17,291.35","17,149.21","17,233.75","16,890.06","16,337.44","17,686.05",--,"140,872","163,586.80","187,640.28"
2016/03/11,"16,610.18","17,015.30","16,575.75","16,938.87","16,825.57","16,320.87","17,721.33",--,"198,019","167,310.20","192,403.28"
2016/03/10,"16,811.00","16,887.60","16,713.13","16,852.35","16,840.76","16,325.12","17,760.27",--,"135,565","164,427.40","194,034.60"
2016/03/09,"16,625.59","16,706.25","16,494.80","16,642.20","16,862.32","16,338.67","17,797.56",--,"160,673","177,590.60","197,750.72"
2016/03/08,"16,889.48","16,909.79","16,570.22","16,783.15","16,883.19","16,383.01","17,837.41",--,"182,805","180,471.60","199,357.12"
2016/03/07,"17,024.64","17,026.25","16,894.58","16,911.32","16,743.66","16,426.30","17,872.22",--,"159,489","174,362.40","201,845.80"
2016/03/04,"16,927.36","17,042.92","16,861.38","17,014.78","16,566.75","16,450.58","17,908.03",--,"183,605","175,319.20","207,240.68"
2016/03/03,"16,695.78","16,962.95","16,691.94","16,960.16","16,401.47","16,451.64","17,943.80",--,"201,381","168,085.20","205,533.68"
2016/03/02,"16,391.48","16,815.25","16,388.92","16,746.55","16,237.51","16,459.79","17,980.22",--,"175,078","161,774.40","203,679.84"
2016/03/01,"16,013.00","16,099.42","15,857.37","16,085.51","16,071.36","16,458.29","18,019.21",--,"152,259","157,088.60","202,554.72"
2016/02/29,"16,313.31","16,464.75","16,026.76","16,026.76","16,064.67","16,499.30","18,066.64",--,"164,273","159,682.40","202,742.52"
2016/02/26,"16,311.52","16,472.50","16,188.41","16,188.41","16,081.52","16,536.57","18,109.83",--,"147,435","154,792.80","203,642.68"
2016/02/25,"15,983.47","16,218.29","15,953.93","16,140.34","16,037.28","16,529.73","18,148.87",--,"169,827","157,647.40","206,872.12"
2016/02/24,"15,851.13","16,006.45","15,753.77","15,915.79","16,048.57","16,540.76","18,186.02",--,"151,649","161,237.60","207,190.92"
2016/02/23,"16,230.38","16,350.38","16,001.19","16,052.05","16,032.68","16,586.07","18,222.92",--,"165,228","171,726.80","207,291.32"
2016/02/22,"15,851.39","16,187.40","15,816.83","16,111.05","16,033.16","16,622.21","18,263.33",--,"139,825","183,659.40","206,970.56"
2016/02/19,"16,050.40","16,050.46","15,799.35","15,967.17","16,015.46","16,663.65","18,301.00",--,"161,708","202,142.00","208,298.36"
2016/02/18,"16,138.08","16,337.59","16,118.80","16,196.80","15,812.55","16,714.60","18,340.14",--,"187,778","237,904.60","208,961.52"
2016/02/17,"16,035.35","16,214.46","15,632.12","15,836.36","15,715.87","16,775.35","18,374.54",--,"204,095","257,046.20","207,284.72"
2016/02/16,"15,849.47","16,341.56","15,809.58","16,054.43","15,765.69","16,830.66","18,416.02",--,"224,891","261,874.40","206,256.40"
2016/02/15,"15,248.38","16,155.10","15,243.88","16,022.58","15,955.66","16,896.40","18,452.97",--,"232,238","256,910.40","204,634.40"
2016/02/12,"15,426.27","15,437.22","14,865.77","14,952.61","16,115.06","16,966.19","18,485.14",--,"340,521","262,452.20","202,064.28"
2016/02/10,"16,127.86","16,163.03","15,429.99","15,713.39","16,533.54","17,095.74","18,533.16",--,"283,486","242,108.40","194,131.40"
2016/02/09,"16,666.79","16,668.70","16,025.94","16,085.44","16,829.11","17,202.16","18,566.41",--,"228,236","231,104.80","188,083.12"
2016/02/08,"16,620.91","17,099.01","16,552.30","17,004.30","17,162.16","17,296.78","18,593.69",--,"200,071","225,624.20","184,562.04"
2016/02/05,"16,790.53","16,893.12","16,627.80","16,819.59","17,334.34","17,377.96","18,610.86",--,"259,947","234,614.40","180,578.12"
2016/02/04,"17,071.11","17,209.56","16,941.88","17,044.99","17,474.09","17,464.46","18,627.89",--,"238,802","241,497.20","174,054.52"
2016/02/03,"17,497.41","17,515.68","17,080.57","17,191.25","17,473.38","17,537.60","18,639.17",--,"228,468","221,922.80","168,592.72"
2016/02/02,"17,716.52","17,864.70","17,684.66","17,750.68","17,467.91","17,600.71","18,653.08",--,"200,833","207,236.20","164,358.92"
2016/02/01,"17,699.60","17,905.37","17,666.48","17,865.23","17,259.56","17,642.27","18,662.26",--,"245,022","196,459.60","161,506.28"
2016/01/29,"17,155.06","17,638.93","16,767.09","17,518.30","17,108.69","17,683.13","18,665.94",--,"294,361","178,846.00","157,132.00"
2016/01/28,"17,059.84","17,235.44","16,942.13","17,041.45","16,996.74","17,739.04","18,676.66",--,"140,930","157,329.20","151,551.08"
2016/01/27,"16,949.19","17,242.27","16,947.95","17,163.92","16,791.90","17,816.85","18,691.93",--,"155,035","174,777.40","153,881.76"
2016/01/26,"16,833.13","16,839.52","16,652.26","16,708.90","16,642.35","17,904.44","18,703.15",--,"146,950","179,329.80","153,786.80"
2016/01/25,"17,145.81","17,208.24","16,922.21","17,110.91","16,710.25","17,998.08","18,716.70",--,"156,954","180,771.60","153,663.08"
2016/01/22,"16,336.72","16,993.96","16,332.45","16,958.53","16,679.18","18,056.28","18,724.85",--,"186,777","180,822.60","152,897.84"
2016/01/21,"16,466.86","16,734.58","16,017.26","16,017.26","16,716.90","18,133.27","18,730.58",--,"228,171","178,071.20","150,796.76"
2016/01/20,"17,030.28","17,031.32","16,387.61","16,416.19","16,961.63","18,261.80","18,742.76",--,"177,797","168,094.40","148,300.76"
2016/01/19,"16,902.29","17,088.31","16,812.65","17,048.37","17,221.52","18,367.02","18,759.15",--,"154,159","161,706.60","145,977.16"
2016/01/18,"16,826.93","17,037.26","16,665.05","16,955.57","17,255.64","18,457.13","18,770.24",--,"157,209","166,552.20","145,024.40"
2016/01/15,"17,522.46","17,597.87","17,057.60","17,147.11","17,404.12","18,558.61","18,778.46",--,"173,020","171,978.60","143,698.96"
2016/01/14,"17,384.93","17,393.83","16,944.41","17,240.95","17,528.16","18,660.65","18,790.77",--,"178,287","170,971.60","140,911.44"
2016/01/13,"17,449.12","17,717.75","17,414.55","17,715.63","17,718.24","18,751.19","18,806.65",--,"145,858","163,754.00","139,145.52"
2016/01/12,"17,470.93","17,546.57","17,184.78","17,218.96","17,849.91","18,840.16","18,812.73",--,"178,387","161,038.20","137,960.12"
2016/01/08,"17,562.23","17,975.31","17,509.64","17,697.96","18,096.32","18,948.93","18,823.50",--,"184,341","153,402.60","135,459.08"
2016/01/07,"18,139.77","18,172.04","17,767.34","17,767.34","18,363.47","19,041.51","18,827.07",--,"167,985","136,629.00","133,408.76"
2016/01/06,"18,410.57","18,469.38","18,064.30","18,191.32","18,606.44","19,120.71","18,833.69",--,"142,199","122,403.40","133,138.84"
2016/01/05,"18,398.76","18,547.38","18,327.52","18,374.00","18,742.85","19,188.42","18,835.13",--,"132,279","114,415.00","132,036.28"
2016/01/04,"18,818.58","18,951.12","18,394.43","18,450.98","18,821.86","19,251.23","18,840.42",--,"140,209","112,483.80","131,436.04"
2015/12/30,"19,070.83","19,113.18","19,017.27","19,033.71","18,889.60","19,307.10","18,826.77",--,"100,473","110,345.40","131,156.80"
2015/12/29,"18,843.39","18,991.01","18,783.36","18,982.23","18,860.20","19,342.74","18,811.13",--,"96,857","117,383.80","132,491.92"
2015/12/28,"18,838.91","18,922.90","18,764.54","18,873.35","18,846.96","19,378.65","18,795.26",--,"102,257","128,980.00","133,006.36"
2015/12/25,"18,823.91","18,870.70","18,744.44","18,769.06","18,869.65","19,418.10","18,786.05",--,"122,623","148,368.00","134,500.96"
2015/12/24,"19,071.41","19,071.41","18,780.94","18,789.69","18,986.55","19,453.31","18,777.06",--,"129,517","154,375.60","134,665.04"
2015/12/22,"18,927.86","18,943.46","18,824.65","18,886.70","19,038.59","19,486.95","18,768.74",--,"135,665","157,243.60","135,300.68"
2015/12/21,"18,845.50","18,979.83","18,651.13","18,916.02","18,974.43","19,507.23","18,768.79",--,"154,838","157,675.20","134,335.36"
2015/12/18,"19,320.46","19,869.08","18,982.25","18,986.80","18,967.91","19,534.46","18,771.73",--,"199,197","153,557.60","133,704.28"
2015/12/17,"19,364.57","19,507.17","19,325.15","19,353.56","19,016.65","19,562.90","18,766.23",--,"152,661","146,872.40","130,675.12"
2015/12/16,"18,868.20","19,054.89","18,859.11","19,049.91","18,955.25","19,576.41","18,753.21",--,"143,857","140,281.60","129,822.16"
2015/12/15,"18,869.04","18,897.87","18,562.51","18,565.90","19,005.48","19,601.27","18,736.63",--,"137,823","137,578.20","129,316.00"
2015/12/14,"18,887.09","18,911.78","18,611.09","18,883.42","19,190.82","19,644.34","18,736.30",--,"134,250","134,828.20","130,555.08"
2015/12/11,"19,020.75","19,282.21","19,020.75","19,230.48","19,353.77","19,659.63","18,743.66",--,"165,771","128,644.60","130,037.68"
2015/12/10,"19,070.02","19,125.06","19,025.78","19,046.55","19,408.57","19,655.07","18,754.37",--,"119,707","122,318.20","129,242.28"
2015/12/09,"19,391.50","19,475.40","19,260.12","19,301.07","19,587.24","19,650.28","18,770.05",--,"130,340","121,621.40","130,734.04"
2015/12/08,"19,689.87","19,764.21","19,475.28","19,492.60","19,714.65","19,625.57","18,786.76",--,"124,073","118,725.60","131,453.20"
2015/12/07,"19,710.39","19,811.51","19,677.21","19,698.15","19,818.61","19,609.19","18,801.80",--,"103,332","120,527.60","133,770.56"
2015/12/04,"19,616.52","19,660.90","19,444.54","19,504.48","19,828.47","19,578.69","18,812.75",--,"134,139","132,108.60","136,764.52"
2015/12/03,"19,894.63","19,967.88","19,862.74","19,939.90","19,904.36","19,554.63","18,827.30",--,"116,223","128,207.80","135,804.96"
2015/12/02,"19,957.50","20,002.12","19,926.22","19,938.13","19,905.27","19,508.12","18,833.34",--,"115,861","128,417.80","136,087.24"
2015/12/01,"19,799.08","20,012.40","19,797.55","20,012.40","19,887.16","19,468.48","18,843.77",--,"133,083","131,891.20","136,323.20"
2015/11/30,"19,857.38","19,867.95","19,707.67","19,747.47","19,869.65","19,420.99","18,854.39",--,"161,237","132,044.80","136,901.60"
2015/11/27,"19,994.05","19,994.05","19,831.25","19,883.94","19,896.12","19,368.53","18,867.42",--,"114,635","121,741.00","135,409.68"
2015/11/26,"19,929.97","19,992.44","19,926.10","19,944.41","19,891.30","19,315.34","18,877.82",--,"117,273","126,738.40","136,541.28"
2015/11/25,"19,856.84","19,871.75","19,786.53","19,847.58","19,832.25","19,245.85","18,886.75",--,"133,228","128,628.80","136,603.04"
2015/11/24,"19,875.99","19,954.00","19,834.76","19,924.89","19,788.86","19,177.20","18,895.72",--,"133,851","131,064.80","136,127.84"
2015/11/20,"19,800.20","19,879.81","19,715.74","19,879.81","19,682.62","19,111.87","18,904.03",--,"109,718","126,601.00","135,957.68"
2015/11/19,"19,851.24","19,959.06","19,761.56","19,859.81","19,626.04","19,040.56","18,913.44",--,"139,622","132,469.60","136,837.72"
2015/11/18,"19,771.86","19,840.00","19,643.97","19,649.18","19,593.63","18,961.81","18,922.28",--,"126,725","129,238.80","137,052.64"
2015/11/17,"19,641.67","19,726.01","19,628.84","19,630.63","19,602.07","18,905.23","18,930.99",--,"145,408","130,161.20","137,756.64"
2015/11/16,"19,263.96","19,451.09","19,252.04","19,393.69","19,610.20","18,857.55","18,940.30",--,"111,532","127,320.20","139,338.68"
2015/11/13,"19,495.26","19,601.49","19,388.91","19,596.91","19,660.01","18,807.45","18,953.06",--,"139,061","138,773.80","141,210.20"
2015/11/12,"19,644.65","19,725.83","19,597.99","19,697.77","19,593.75","18,756.49","18,965.69",--,"123,468","135,224.60","142,078.04"
2015/11/11,"19,602.01","19,724.12","19,602.01","19,691.39","19,477.48","18,696.02","18,978.84",--,"131,337","139,708.20","143,041.60"
2015/11/10,"19,457.05","19,674.05","19,457.05","19,671.26","19,324.58","18,628.59","18,990.87",--,"131,203","144,841.00","142,624.36"
2015/11/09,"19,411.51","19,684.41","19,389.74","19,642.74","19,126.98","18,550.74","19,006.48",--,"168,800","148,264.20","142,387.52"
2015/11/06,"19,194.34","19,294.15","19,164.86","19,265.60","19,015.05","18,473.93","19,019.92",--,"121,315","150,905.60","142,084.96"
2015/11/05,"19,029.44","19,167.09","18,995.96","19,116.41","18,949.07","18,398.83","19,037.72",--,"145,886","162,278.80","143,494.24"
2015/11/04,"18,941.32","19,151.89","18,926.91","18,926.91","18,906.39","18,311.41","19,055.67",--,"157,001","155,131.60","145,911.08"
2015/11/02,"18,827.11","18,861.11","18,641.22","18,683.24","18,876.42","18,260.14","19,075.12",--,"148,319","148,387.40","144,864.96"
2015/10/30,"18,924.31","19,202.34","18,784.69","19,083.10","18,929.19","18,228.03","19,093.87",--,"182,007","143,075.60","146,325.28"
2015/10/29,"19,046.16","19,080.89","18,809.48","18,935.71","18,877.63","18,167.58","19,103.16",--,"178,181","136,182.80","145,762.20"
2015/10/28,"18,826.94","18,925.51","18,815.12","18,903.02","18,777.67","18,132.96","19,115.43",--,"110,150","125,334.40","145,514.44"
2015/10/27,"18,961.16","18,964.99","18,760.79","18,777.04","18,707.92","18,114.13","19,126.56",--,"123,280","131,889.40","146,345.44"
2015/10/26,"19,036.13","19,088.76","18,937.45","18,947.12","18,593.94","18,089.91","19,147.88",--,"121,760","130,996.80","146,455.44"
2015/10/23,"18,762.65","18,915.64","18,746.61","18,825.30","18,430.76","18,053.08","19,163.42",--,"147,543","130,914.40","147,439.72"
2015/10/22,"18,443.69","18,579.14","18,376.01","18,435.87","18,324.06","18,018.70","19,186.28",--,"123,939","127,325.20","146,598.20"
2015/10/21,"18,167.64","18,605.41","18,167.64","18,554.28","18,256.27","18,011.83","19,214.10",--,"142,925","128,881.20","149,700.16"
2015/10/20,"18,245.54","18,253.13","18,147.98","18,207.15","18,123.61","18,001.65","19,237.77",--,"118,817","129,295.20","150,889.24"
2015/10/19,"18,282.78","18,314.09","18,078.43","18,131.23","18,129.13","18,024.18","19,264.81",--,"121,348","134,396.80","154,206.00"
2015/10/16,"18,300.83","18,397.52","18,238.78","18,291.80","18,190.62","17,996.02","19,291.20",--,"129,597","147,119.00","155,546.68"
2015/10/15,"17,804.91","18,170.67","17,758.12","18,096.90","18,160.49","17,978.76","19,323.39",--,"131,719","152,863.60","156,948.68"
2015/10/14,"18,106.66","18,126.39","17,831.53","17,891.00","18,205.71","17,966.57","19,359.05",--,"144,995","158,671.20","158,525.24"
2015/10/13,"18,335.15","18,359.71","18,223.80","18,234.74","18,264.73","17,978.23","19,398.74",--,"144,325","159,183.60","158,447.36"
2015/10/09,"18,281.51","18,438.67","18,184.96","18,438.67","18,218.88","17,972.66","19,433.07",--,"184,959","154,499.80","160,589.76"
2015/10/08,"18,310.62","18,400.69","18,121.68","18,141.17","18,076.17","17,961.74","19,459.60",--,"158,320","142,564.40","160,263.00"
2015/10/07,"18,168.20","18,379.23","18,043.08","18,322.98","17,992.42","17,991.71","19,486.70",--,"160,757","143,147.60","160,635.36"
2015/10/06,"18,302.41","18,372.72","18,094.85","18,186.10","17,805.45","18,024.24","19,508.94",--,"147,557","142,305.60","162,411.24"
2015/10/05,"17,921.00","18,079.46","17,869.74","18,005.49","17,554.40","18,039.78","19,536.05",--,"120,906","154,055.60","164,191.24"
2015/10/02,"17,564.39","17,775.77","17,537.85","17,725.13","17,482.33","18,054.63","19,566.08",--,"125,282","156,044.00","169,225.92"
2015/10/01,"17,479.97","17,831.58","17,389.57","17,722.42","17,513.40","18,057.89","19,601.59",--,"161,236","167,953.00","177,637.48"
2015/09/30,"17,193.84","17,460.97","17,179.40","17,388.15","17,483.28","18,090.62","19,637.38",--,"156,547","169,291.80","182,165.08"
2015/09/29,"17,359.38","17,366.95","16,901.49","16,930.84","17,619.70","18,172.53","19,677.31",--,"206,307","172,379.80","183,498.96"
2015/09/28,"17,811.12","17,886.49","17,562.60","17,645.11","17,919.98","18,296.64","19,718.85",--,"130,848","157,303.40","181,162.40"
2015/09/25,"17,618.30","17,880.51","17,483.69","17,880.51","18,025.28","18,399.74","19,751.54",--,"184,827","156,339.80","181,750.44"
2015/09/24,"17,803.41","17,865.84","17,571.83","17,571.83","18,054.47","18,506.70","19,785.89",--,"167,930","148,647.80","178,881.08"
2015/09/18,"18,275.48","18,295.90","18,069.50","18,070.21","18,133.25","18,628.63","19,824.41",--,"171,987","140,362.80","176,427.36"
2015/09/17,"18,361.99","18,468.20","18,289.63","18,432.27","18,172.05","18,726.60","19,856.65",--,"130,925","146,263.00","175,125.84"
2015/09/16,"18,238.15","18,291.97","18,094.99","18,171.60","18,145.52","18,813.13","19,883.87",--,"126,030","154,608.40","176,585.84"
2015/09/15,"18,082.72","18,329.57","17,995.98","18,026.48","18,265.30","18,901.98","19,915.49",--,"146,367","169,749.60","178,357.68"
2015/09/14,"18,341.01","18,344.07","17,925.09","17,965.70","18,145.42","19,009.75","19,949.40",--,"126,505","171,449.20","178,870.12"
2015/09/11,"18,155.71","18,362.99","18,124.35","18,264.22","18,124.38","19,123.47","19,984.03",--,"201,488","179,077.60","179,358.76"
2015/09/10,"18,418.64","18,420.56","17,956.15","18,299.62","18,029.96","19,221.89","20,014.53",--,"172,652","173,006.60","177,181.16"
2015/09/09,"17,758.13","18,770.51","17,756.76","18,770.51","18,006.52","19,316.48","20,043.50",--,"201,736","167,085.80","176,955.68"
2015/09/08,"17,941.91","17,962.56","17,415.61","17,427.08","17,871.50","19,390.22","20,065.73",--,"154,865","166,315.60","175,826.32"
2015/09/07,"17,674.82","18,013.64","17,478.72","17,860.47","18,019.22","19,513.95","20,105.55",--,"164,647","170,700.60","176,298.52"
2015/09/04,"18,312.13","18,312.13","17,608.17","17,792.16","18,225.22","19,621.46","20,137.60",--,"171,133","171,297.00","176,656.64"
2015/09/03,"18,359.53","18,481.57","18,176.75","18,182.39","18,494.05","19,733.18","20,169.75",--,"143,048","178,101.20","176,828.04"
2015/09/02,"17,861.81","18,467.44","17,857.30","18,095.40","18,572.46","19,826.80","20,196.60",--,"197,885","187,903.00","178,363.48"
2015/09/01,"18,763.72","18,777.47","18,165.69","18,165.69","18,628.75","19,915.10","20,222.35",--,"176,790","197,680.60","175,761.68"
2015/08/31,"19,006.98","19,019.61","18,749.77","18,890.48","18,556.95","20,001.63","20,245.34",--,"167,629","229,436.80","174,682.24"
2015/08/28,"18,908.73","19,192.82","18,901.09","19,136.32","18,486.99","20,060.01","20,256.58",--,"205,154","250,796.20","172,881.84"
2015/08/27,"18,680.47","18,810.05","18,486.46","18,574.44","18,546.89","20,116.34","20,262.36",--,"192,057","247,744.20","169,102.60"
2015/08/26,"17,894.29","18,442.84","17,714.30","18,376.83","18,838.71","20,200.72","20,278.23",--,"246,773","238,911.40","166,182.68"
2015/08/25,"18,171.66","18,835.35","17,747.50","17,806.70","19,207.87","20,289.39","20,294.87",--,"335,571","218,666.60","162,126.60"
2015/08/24,"19,075.05","19,154.65","18,498.80","18,540.68","19,757.42","20,410.80","20,319.06",--,"274,426","174,171.00","154,085.32"
2015/08/21,"19,711.34","19,737.54","19,435.83","19,435.83","20,173.34","20,495.21","20,330.24",--,"189,894","140,603.20","147,833.64"
2015/08/20,"20,194.26","20,246.47","20,033.29","20,033.52","20,390.06","20,541.79","20,328.32",--,"147,893","130,514.20","145,709.84"
2015/08/19,"20,467.49","20,521.97","20,218.03","20,222.63","20,502.47","20,558.98","20,321.63",--,"145,549","134,420.60","144,879.44"
2015/08/18,"20,640.59","20,663.18","20,545.25","20,554.47","20,536.50","20,565.49","20,312.26",--,"113,093","139,376.00","145,527.76"
2015/08/17,"20,600.16","20,668.87","20,541.00","20,620.26","20,569.75","20,546.90","20,305.66",--,"106,587","148,593.00","146,564.88"
2015/08/14,"20,518.36","20,605.46","20,484.67","20,519.45","20,607.44","20,513.28","20,297.16",--,"139,449","155,019.80","150,022.64"
2015/08/13,"20,392.54","20,633.91","20,306.98","20,595.55","20,648.46","20,486.72","20,290.51",--,"167,425","156,539.60","154,561.64"
2015/08/12,"20,632.68","20,703.20","20,303.02","20,392.77","20,662.24","20,452.41","20,285.07",--,"170,326","156,457.60","156,167.80"
2015/08/11,"20,920.60","20,946.93","20,582.01","20,720.75","20,706.50","20,451.76","20,281.62",--,"159,178","157,092.80","154,928.48"
2015/08/10,"20,618.31","20,820.86","20,617.05","20,808.69","20,666.42","20,427.41","20,270.79",--,"138,721","158,591.20","155,108.48"
2015/08/07,"20,601.57","20,754.00","20,567.51","20,724.56","20,614.30","20,416.66","20,255.14",--,"147,048","165,567.00","155,391.76"
2015/08/06,"20,768.77","20,817.48","20,664.44","20,664.44","20,586.44","20,408.58","20,240.85",--,"167,015","171,241.00","155,021.68"
2015/08/05,"20,490.15","20,715.48","20,469.87","20,614.06","20,558.12","20,395.17","20,230.47",--,"173,502","174,124.80","153,283.84"
2015/08/04,"20,462.18","20,552.04","20,448.49","20,520.36","20,495.89","20,380.04","20,220.54",--,"166,670","165,992.40","153,069.56"
2015/08/03,"20,540.21","20,562.20","20,396.50","20,548.11","20,457.59","20,363.62","20,212.39",--,"173,600","162,619.20","153,014.44"
2015/07/31,"20,506.55","20,585.24","20,466.80","20,585.24","20,417.99","20,369.94","20,203.82",--,"175,418","152,423.00","151,675.36"
2015/07/30,"20,450.61","20,583.57","20,443.89","20,522.83","20,409.85","20,377.39","20,194.78",--,"181,434","139,474.00","149,789.20"
2015/07/29,"20,425.69","20,425.69","20,205.21","20,302.91","20,442.07","20,391.20","20,186.98",--,"132,840","126,999.00","149,198.36"
2015/07/28,"20,188.57","20,423.58","20,070.62","20,328.89","20,500.22","20,411.46","20,180.14",--,"149,804","129,505.20","151,217.92"
2015/07/27,"20,374.05","20,486.93","20,278.73","20,350.10","20,602.84","20,415.43","20,170.96",--,"122,619","126,452.20","150,845.04"
2015/07/24,"20,603.63","20,631.54","20,527.78","20,544.53","20,663.00","20,408.39","20,158.27",--,"110,673","125,555.20","152,374.80"
2015/07/23,"20,693.57","20,708.23","20,648.76","20,683.95","20,674.12","20,386.25","20,143.47",--,"119,059","130,780.40","153,329.24"
2015/07/22,"20,657.80","20,677.84","20,576.19","20,593.67","20,630.00","20,367.66","20,125.19",--,"145,371","132,395.20","153,533.16"
2015/07/21,"20,763.31","20,850.00","20,710.34","20,841.97","20,588.33","20,354.23","20,104.41",--,"134,539","135,672.40","153,039.68"
2015/07/17,"20,646.63","20,658.95","20,611.22","20,650.92","20,437.89","20,336.06","20,082.61",--,"118,134","136,568.80","152,284.16"
2015/07/16,"20,588.98","20,612.50","20,522.25","20,600.12","20,263.67","20,326.31","20,066.08",--,"136,799","151,548.20","155,155.60"
2015/07/15,"20,478.85","20,496.60","20,401.09","20,463.33","20,114.75","20,317.62","20,048.55",--,"127,133","174,773.20","155,698.80"
2015/07/14,"20,355.33","20,435.53","20,322.20","20,385.33","19,969.61","20,300.94","20,035.33",--,"161,757","190,862.40","157,942.52"
2015/07/13,"19,929.92","20,120.15","19,911.39","20,089.77","19,967.86","20,289.38","20,026.80",--,"139,021","186,379.60","157,901.52"
2015/07/10,"19,829.93","19,978.24","19,720.15","19,779.83","19,972.33","20,304.08","20,021.79",--,"193,031","191,311.00","157,932.64"
2015/07/09,"19,422.78","19,855.50","19,115.20","19,855.50","20,124.32","20,331.32","20,021.45",--,"252,924","181,865.40","156,843.24"
2015/07/08,"20,282.49","20,310.89","19,737.64","19,737.64","20,257.72","20,356.63","20,017.51",--,"207,579","158,839.80","153,593.40"
2015/07/07,"20,354.23","20,428.00","20,337.18","20,376.59","20,376.06","20,386.07","20,014.03",--,"139,343","142,037.80","152,037.56"
2015/07/06,"20,200.15","20,310.72","20,012.23","20,112.12","20,347.89","20,392.73","20,002.93",--,"163,678","147,798.20","154,481.04"
2015/07/03,"20,476.69","20,557.51","20,431.25","20,539.79","20,347.45","20,411.04","19,993.93",--,"145,803","148,121.00","154,868.68"
2015/07/02,"20,565.94","20,601.73","20,479.85","20,522.50","20,380.73","20,411.97","19,976.68",--,"137,796","146,985.00","158,681.08"
2015/07/01,"20,291.05","20,346.74","20,225.27","20,329.32","20,430.51","20,413.13","19,959.77",--,"123,569","145,078.60","162,828.76"
2015/06/30,"20,174.61","20,243.18","20,118.26","20,235.73","20,538.25","20,418.86","19,941.93",--,"168,145","153,697.40","165,274.96"
2015/06/29,"20,305.97","20,361.60","20,093.16","20,109.95","20,652.99","20,426.93","19,921.77",--,"165,292","156,734.20","163,782.08"
2015/06/26,"20,758.43","20,785.76","20,650.00","20,706.15","20,716.63","20,439.09","19,902.50",--,"140,123","151,772.20","162,764.08"
2015/06/25,"20,777.69","20,866.58","20,758.60","20,771.40","20,610.25","20,421.42","19,876.96",--,"128,264","155,920.20","162,818.80"
2015/06/24,"20,889.32","20,952.71","20,838.22","20,868.03","20,454.14","20,398.67","19,852.96",--,"166,663","157,174.20","164,960.80"
2015/06/23,"20,547.74","20,809.42","20,531.13","20,809.42","20,324.38","20,371.82","19,824.74",--,"183,329","148,673.00","165,349.08"
2015/06/22,"20,174.14","20,433.30","20,174.14","20,428.19","20,214.09","20,340.49","19,796.66",--,"140,482","138,614.00","165,379.68"
2015/06/19,"20,152.41","20,194.45","20,075.91","20,174.24","20,206.01","20,318.98","19,775.15",--,"160,863","133,647.80","168,032.64"
2015/06/18,"20,193.59","20,200.51","19,990.55","19,990.82","20,252.58","20,301.32","19,757.19",--,"134,534","139,459.20","168,736.00"
2015/06/17,"20,306.10","20,323.08","20,126.57","20,219.27","20,331.01","20,284.50","19,741.29",--,"124,157","142,628.20","170,223.80"
2015/06/16,"20,332.83","20,368.21","20,234.16","20,257.94","20,296.42","20,266.32","19,722.17",--,"133,034","154,442.00","173,001.76"
2015/06/15,"20,205.10","20,401.48","20,205.10","20,387.79","20,264.10","20,241.00","19,699.87",--,"115,651","159,981.60","175,818.92"
2015/06/12,"20,431.78","20,437.26","20,331.19","20,407.08","20,277.98","20,210.32","19,676.08",--,"189,920","164,811.20","179,770.72"
2015/06/11,"20,183.61","20,382.97","20,178.04","20,382.97","20,288.74","20,169.20","19,650.21",--,"150,379","159,986.40","179,436.72"
2015/06/10,"20,126.36","20,264.92","20,016.32","20,046.36","20,309.78","20,125.57","19,622.87",--,"183,226","164,246.20","180,051.16"
2015/06/09,"20,293.05","20,332.42","20,095.48","20,096.30","20,395.21","20,104.98","19,599.11",--,"160,732","161,337.60","178,884.36"
2015/06/08,"20,537.85","20,544.94","20,359.06","20,457.19","20,484.59","20,081.92","19,573.82",--,"139,799","169,277.20","180,017.44"
2015/06/05,"20,398.76","20,480.25","20,363.18","20,460.90","20,507.13","20,065.99","19,540.88",--,"165,796","175,991.20","179,973.72"
2015/06/04,"20,539.94","20,552.46","20,438.21","20,488.19","20,527.58","20,046.89","19,508.13",--,"171,678","191,054.60","178,281.80"
2015/06/03,"20,443.15","20,506.35","20,397.73","20,473.51","20,540.23","20,028.17","19,473.80",--,"168,683","205,016.60","177,002.84"
2015/06/02,"20,604.67","20,619.61","20,470.26","20,543.19","20,540.05","20,016.73","19,440.55",--,"200,430","208,224.80","178,293.48"
2015/06/01,"20,444.54","20,595.41","20,410.27","20,569.87","20,518.90","20,000.36","19,402.01",--,"173,369","194,303.40","178,451.68"
2015/05/29,"20,510.27","20,636.41","20,508.40","20,563.15","20,487.68","19,973.93","19,363.91",--,"241,113","187,598.00","177,981.44"
2015/05/28,"20,590.28","20,655.33","20,473.27","20,551.46","20,427.94","19,936.78","19,325.04",--,"241,488","167,673.60","174,101.12"
2015/05/27,"20,380.64","20,513.22","20,363.21","20,472.58","20,358.22","19,900.84","19,284.42",--,"184,724","155,738.80","171,970.76"
2015/05/26,"20,431.27","20,473.85","20,378.77","20,437.48","20,303.01","19,877.37","19,247.17",--,"130,823","154,068.00","171,552.56"
2015/05/25,"20,331.92","20,417.77","20,318.54","20,413.77","20,220.79","19,854.66","19,205.81",--,"139,842","164,722.20","171,183.24"
