日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均.1,25日平均.1
2024/12/05,"39,610.43","39,632.30","39,323.04","39,395.60","38,928.38","38,737.10","38,326.81",--,"116,401","118,095.60","131,265.60"
2024/12/04,"39,354.00","39,417.08","39,062.03","39,276.39","38,719.07","38,732.37","38,309.03",--,"119,106","115,496.60","135,482.04"
2024/12/03,"38,748.65","39,427.37","38,746.05","39,248.86","38,490.78","38,717.46","38,275.04",--,"142,194","115,780.80","134,613.00"
2024/12/02,"38,216.95","38,552.41","37,958.55","38,513.02","38,329.41","38,691.73","38,237.62",--,"110,462","111,902.80","133,590.56"
2024/11/29,"38,205.08","38,270.06","37,986.97","38,208.03","38,382.84","38,667.77","38,207.21",--,"102,315","128,286.60","132,801.76"
2024/11/28,"37,935.94","38,478.32","37,801.62","38,349.06","38,398.00","38,665.18","38,164.77",--,"103,406","128,479.60","133,057.08"
2024/11/27,"38,327.86","38,332.45","37,988.99","38,134.97","38,333.42","38,655.41","38,117.86",--,"120,527","128,170.40","132,738.12"
2024/11/26,"38,596.76","38,596.76","38,020.08","38,442.00","38,376.90","38,666.49","38,077.26",--,"122,804","124,771.80","132,334.80"
2024/11/25,"38,679.93","39,053.64","38,672.17","38,780.14","38,371.38","38,686.99","38,027.04",--,"192,381","122,054.00","131,381.32"
2024/11/22,"38,146.98","38,420.63","38,085.13","38,283.85","38,259.52","38,695.06","37,929.42",--,"103,280","104,772.00","127,513.68"
2024/11/21,"38,352.87","38,374.69","37,945.21","38,026.17","38,331.34","38,720.15","37,897.76",--,"101,860","112,897.20","127,670.88"
2024/11/20,"38,475.70","38,520.45","38,180.15","38,352.34","38,433.24","38,766.32","37,899.10",--,"103,534","119,291.20","127,919.84"
2024/11/19,"38,396.72","38,560.10","38,246.36","38,414.43","38,507.11","38,828.65","37,909.09",--,"109,215","128,669.00","128,937.28"
2024/11/18,"38,259.59","38,548.30","38,150.39","38,220.85","38,699.44","38,876.30","37,910.58",--,"105,971","139,418.40","129,005.92"
2024/11/15,"38,749.56","39,101.64","38,642.91","38,642.91","38,961.93","38,922.70","37,913.88",--,"143,906","142,760.80","128,907.00"
2024/11/14,"38,911.04","39,084.44","38,535.70","38,535.70","39,133.42","38,948.10","37,900.87",--,"133,830","145,830.80","127,423.16"
2024/11/13,"39,317.15","39,377.24","38,600.26","38,721.66","39,302.57","38,964.18","37,891.99",--,"150,423","157,061.80","126,885.04"
2024/11/12,"39,642.78","39,866.72","39,137.89","39,376.09","39,454.37","38,988.62","37,897.77",--,"162,962","161,092.20","125,989.64"
2024/11/11,"39,417.21","39,598.74","39,315.61","39,533.32","39,274.13","38,959.00","37,900.68",--,"122,683","152,502.60","124,319.72"
2024/11/08,"39,783.45","39,818.41","39,377.87","39,500.37","38,978.20","38,919.75","37,901.55",--,"159,256","154,018.80","124,483.04"
2024/11/07,"39,745.23","39,884.01","39,020.22","39,381.41","38,894.38","38,852.09","37,909.07",--,"189,985","151,024.80","123,696.92"
2024/11/06,"38,677.95","39,664.53","38,662.17","39,480.67","38,873.57","38,822.91","37,919.00",--,"170,575","157,390.20","121,380.08"
2024/11/05,"38,274.22","38,620.19","38,159.73","38,474.90","38,758.17","38,760.46","37,940.56",--,"120,014","142,751.20","122,175.76"
2024/11/01,"38,504.35","38,512.83","37,946.66","38,053.67","38,784.30","38,814.65","37,977.89",--,"130,264","142,075.00","123,852.60"
2024/10/31,"39,179.72","39,249.21","38,832.21","39,081.25","38,756.35","38,849.53","38,019.72",--,"144,286","134,170.60","124,284.00"
2024/10/30,"39,102.89","39,417.88","39,094.30","39,277.39","38,568.76","38,801.09","38,061.62",--,"221,812","127,053.00","122,841.20"
2024/10/29,"38,524.30","38,903.68","38,416.85","38,903.68","38,334.25","38,747.62","38,095.69",--,"97,380","101,777.00","118,507.76"
2024/10/28,"37,757.95","38,740.17","37,757.95","38,605.53","38,235.91","38,700.43","38,131.37",--,"116,633","104,389.80","121,117.56"
2024/10/25,"37,954.78","38,028.14","37,713.00","37,913.92","38,305.72","38,642.42","38,160.38",--,"90,742","100,856.60","121,017.96"
2024/10/24,"37,804.52","38,320.39","37,712.19","38,143.29","38,519.29","38,581.07","38,200.35",--,"108,698","101,846.20","121,384.00"
2024/10/23,"38,397.28","38,514.33","37,987.62","38,104.86","38,672.87","38,503.47","38,237.29",--,"95,432","101,548.60","122,127.24"
2024/10/22,"38,933.60","38,995.03","38,200.82","38,411.96","38,887.96","38,442.54","38,270.30",--,"110,444","104,079.00","122,946.44"
2024/10/21,"38,960.20","39,119.67","38,775.59","38,954.60","39,187.67","38,379.39","38,292.47",--,"98,967","107,784.20","123,579.88"
2024/10/18,"39,092.47","39,186.64","38,893.52","38,981.75","39,317.91","38,246.00","38,301.49",--,"95,690","110,177.00","124,726.56"
2024/10/17,"39,263.82","39,299.74","38,911.19","38,911.19","39,397.74","38,133.10","38,309.51",--,"107,210","111,738.60","125,389.84"
2024/10/16,"39,362.63","39,362.63","39,062.85","39,180.30","39,471.10","38,025.28","38,315.25",--,"108,084","111,658.60","125,828.52"
2024/10/15,"40,047.15","40,257.34","39,910.55","39,910.55","39,422.54","37,913.73","38,321.74",--,"128,970","114,117.20","125,973.76"
2024/10/11,"39,636.87","39,668.93","39,415.26","39,605.80","39,306.98","37,783.59","38,311.91",--,"110,931","113,930.80","125,265.32"
2024/10/10,"39,575.80","39,616.59","39,282.19","39,380.89","39,112.95","37,681.26","38,301.23",--,"103,498","115,987.40","126,605.52"
2024/10/09,"39,385.49","39,456.28","39,115.63","39,277.96","38,947.18","37,653.48","38,290.77",--,"106,810","120,641.00","126,115.40"
2024/10/08,"39,021.13","39,117.09","38,817.54","38,937.54","38,653.34","37,630.39","38,282.17",--,"120,377","127,199.60","125,326.52"
2024/10/07,"39,239.92","39,560.78","39,195.93","39,332.74","38,596.23","37,618.80","38,277.28",--,"128,038","129,537.00","125,974.60"
2024/10/04,"38,594.73","38,735.29","38,501.82","38,635.62","38,313.59","37,579.99","38,265.94",--,"121,214","142,022.80","125,111.60"
2024/10/03,"38,459.13","38,856.75","38,457.62","38,552.06","38,552.38","37,569.44","38,258.83",--,"126,766","150,167.00","123,809.88"
2024/10/02,"38,136.20","38,213.54","37,651.07","37,808.76","38,627.09","37,558.90","38,262.33",--,"139,603","153,023.60","122,110.52"
2024/10/01,"38,232.47","38,718.13","38,232.47","38,651.97","38,639.39","37,570.96","38,274.48",--,"132,064","146,746.20","120,194.56"
2024/09/30,"39,117.83","39,126.36","37,797.91","37,919.55","38,497.11","37,559.45","38,277.48",--,"190,467","143,028.60","118,502.68"
2024/09/27,"39,108.27","39,829.56","38,917.98","39,829.56","38,457.99","37,571.11","38,293.68",--,"161,935","137,460.20","114,594.44"
2024/09/26,"38,266.79","38,925.63","38,240.65","38,925.63","37,923.14","37,496.00","38,283.13",--,"141,049","127,901.80","111,908.28"
2024/09/25,"37,947.35","38,109.24","37,868.84","37,870.26","37,414.05","37,461.49","38,279.91",--,"108,216","119,670.60","110,690.88"
2024/09/24,"38,171.36","38,427.15","37,902.99","37,940.59","37,080.64","37,442.23","38,291.02",--,"113,476","123,483.20","110,673.24"
2024/09/20,"37,714.07","37,974.72","37,654.11","37,723.91","36,808.87","37,447.11","38,298.35",--,"162,625","123,970.40","111,312.44"
2024/09/19,"36,958.93","37,394.52","36,958.93","37,155.33","36,630.75","37,407.22","38,313.19",--,"114,143","116,701.40","109,595.20"
2024/09/18,"36,546.04","36,675.07","36,127.45","36,380.17","36,323.63","37,378.70","38,336.76",--,"99,893","119,399.60","110,452.72"
2024/09/17,"36,601.93","36,663.18","35,828.54","36,203.22","36,279.43","37,372.80","38,364.87",--,"127,279","121,875.40","112,086.48"
2024/09/13,"36,882.41","36,887.40","36,441.34","36,581.76","36,281.94","37,325.67","38,389.54",--,"115,912","120,055.00","114,070.04"
2024/09/12,"36,185.62","36,902.21","36,172.26","36,833.27","36,243.88","37,255.64","38,415.88",--,"126,280","119,215.60","116,046.60"
2024/09/11,"36,029.90","36,056.87","35,253.43","35,619.77","36,208.64","37,185.90","38,442.84",--,"127,634","116,211.40","120,707.32"
2024/09/10,"36,386.12","36,537.03","36,001.58","36,159.16","36,494.21","37,148.12","38,486.58",--,"112,272","119,571.80","125,651.36"
2024/09/09,"35,805.82","36,248.12","35,247.87","36,215.75","36,999.64","36,960.10","38,519.74",--,"118,177","115,366.40","132,583.28"
2024/09/06,"36,815.00","36,898.28","36,235.61","36,391.47","37,496.67","36,947.85","38,558.24",--,"111,715","109,148.60","136,028.56"
2024/09/05,"36,536.25","37,099.96","36,359.23","36,657.09","37,947.92","37,017.25","38,587.91",--,"111,259","114,121.40","138,713.52"
2024/09/04,"38,039.91","38,080.02","36,879.33","37,047.61","38,289.01","37,115.04","38,618.44",--,"144,436","113,162.20","140,120.00"
2024/09/03,"38,745.76","38,967.56","38,581.55","38,686.31","38,553.84","37,174.17","38,645.40",--,"91,245","102,009.20","138,729.04"
2024/09/02,"39,025.31","39,080.64","38,476.51","38,700.87","38,474.30","37,165.46","38,646.75",--,"87,088","100,616.60","139,373.20"
2024/08/30,"38,388.04","38,669.79","38,316.87","38,647.75","38,356.17","37,124.12","38,649.68",--,"136,579","101,539.80","140,847.84"
2024/08/29,"38,119.95","38,401.15","37,970.20","38,362.53","38,299.48","37,093.00","38,646.18",--,"106,463","92,177.40","141,103.28"
2024/08/28,"38,221.38","38,399.91","38,141.49","38,371.76","38,269.17","37,124.69","38,646.10",--,"88,671","89,437.00","141,255.16"
2024/08/27,"38,066.31","38,365.64","37,911.32","38,288.62","38,185.18","37,173.59","38,643.53",--,"84,282","90,659.00","141,240.96"
2024/08/26,"38,156.41","38,204.81","37,825.31","38,110.22","38,140.04","37,226.01","38,642.74",--,"91,704","95,925.40","141,179.52"
2024/08/23,"38,278.18","38,424.27","38,053.47","38,364.27","37,995.72","37,304.15","38,642.26",--,"89,767","99,139.60","141,504.60"
2024/08/22,"38,033.78","38,408.19","37,883.86","38,211.01","37,935.40","37,374.63","38,640.10",--,"92,761","107,077.40","142,616.56"
2024/08/21,"37,653.34","38,026.02","37,605.83","37,951.80","37,638.53","37,490.10","38,648.42",--,"94,781","112,464.00","143,301.12"
2024/08/20,"37,847.85","38,236.39","37,738.30","38,062.92","37,336.65","37,623.03","38,652.21",--,"110,614","120,624.00","143,540.84"
2024/08/19,"37,863.76","38,125.27","37,318.04","37,388.62","36,970.57","37,748.14","38,655.02",--,"107,775","126,648.60","144,330.60"
2024/08/16,"37,304.93","38,143.55","37,304.93","38,062.67","36,497.85","37,941.56","38,668.58",--,"129,456","140,467.20","144,941.16"
2024/08/15,"36,381.40","36,885.16","36,381.40","36,726.64","35,851.54","38,092.33","38,666.88",--,"119,694","147,641.20","145,140.16"
2024/08/14,"36,535.60","36,683.89","36,074.71","36,442.43","35,524.14","38,286.47","38,678.90",--,"135,581","172,262.00","145,080.08"
2024/08/13,"35,490.58","36,232.51","35,476.79","36,232.51","35,170.74","38,460.00","38,705.80",--,"140,737","195,392.80","144,177.52"
2024/08/09,"35,272.34","35,671.31","34,445.57","35,025.00","34,215.93","38,647.20","38,723.40",--,"176,868","224,359.40","143,117.40"
2024/08/08,"34,645.79","35,379.65","34,207.16","34,831.15","34,392.87","38,882.74","38,755.58",--,"165,326","229,847.60","140,762.40"
2024/08/07,"34,122.35","35,849.77","33,739.46","35,089.62","35,051.90","39,112.73","38,785.41",--,"242,798","232,550.20","139,175.16"
2024/08/06,"32,077.33","34,911.80","32,077.33","34,675.46","35,854.34","39,312.13","38,825.28",--,"251,235","213,274.80","134,865.24"
2024/08/05,"35,249.36","35,301.18","31,156.12","31,458.42","36,624.44","39,510.36","38,869.10",--,"285,570","184,960.20","129,567.04"
2024/08/02,"37,444.17","37,471.52","35,880.15","35,909.70","38,026.48","39,835.34","38,962.60",--,"204,309","149,316.00","123,118.00"
2024/08/01,"38,781.56","38,781.56","37,737.88","38,126.33","38,378.02","39,972.62","39,006.91",--,"178,839","133,245.00","119,546.76"
2024/07/31,"38,140.77","39,188.37","37,954.38","39,101.82","38,326.66","40,034.25","39,025.54",--,"146,421","126,070.20","116,748.52"
2024/07/30,"38,241.35","38,531.16","38,076.70","38,525.95","38,337.27","40,037.10","39,030.08",--,"109,662","118,838.00","115,221.84"
2024/07/29,"38,139.12","38,719.70","38,010.01","38,468.63","38,550.95","40,048.25","39,044.16",--,"107,349","114,568.80","114,573.60"
2024/07/26,"37,792.87","38,105.96","37,611.19","37,667.41","38,777.03","40,053.36","39,061.55",--,"123,954","109,648.20","115,913.32"
2024/07/25,"38,524.20","38,557.79","37,825.58","37,869.51","39,256.30","40,091.98","39,083.95",--,"142,965","104,823.60","114,476.96"
2024/07/24,"39,336.74","39,643.27","39,096.50","39,154.85","39,707.67","40,120.03","39,098.92",--,"110,260","99,743.80","112,502.68"
2024/07/23,"39,864.09","39,927.89","39,519.91","39,594.39","40,096.24","40,093.12","39,107.16",--,"88,316","99,666.80","111,975.56"
2024/07/22,"39,947.95","39,973.20","39,519.39","39,599.00","40,432.38","40,033.45","39,105.26",--,"82,746","102,158.40","112,742.48"
2024/07/19,"39,965.91","40,212.90","39,824.58","40,063.79","40,750.71","40,002.07","39,108.46",--,"99,831","111,680.80","115,717.28"
2024/07/18,"40,521.71","40,587.63","40,104.22","40,126.35","41,182.76","39,948.34","39,104.98",--,"117,566","116,322.40","116,361.04"
2024/07/17,"41,416.18","41,466.45","41,054.72","41,097.69","41,523.89","39,898.35","39,108.22",--,"109,875","119,695.40","115,984.80"
2024/07/16,"41,366.79","41,520.07","41,220.65","41,275.08","41,620.38","39,819.83","39,095.83",--,"100,774","121,358.80","115,322.96"
2024/07/12,"41,668.86","41,754.76","41,188.29","41,190.68","41,521.51","39,730.36","39,089.00",--,"130,358","123,807.40","114,861.00"
2024/07/11,"42,343.72","42,426.77","42,102.46","42,224.02","41,465.85","39,630.09","39,078.43",--,"123,039","120,582.60","113,496.08"
2024/07/10,"41,444.33","41,889.16","41,430.38","41,831.99","41,203.77","39,489.27","39,054.30",--,"134,431","119,573.40","113,331.12"
2024/07/09,"40,953.41","41,769.35","40,942.44","41,580.17","40,953.53","39,355.59","39,041.72",--,"118,192","117,816.20","112,728.68"
2024/07/08,"40,863.14","41,112.24","40,780.70","40,780.70","40,652.43","39,245.89","39,031.52",--,"113,017","121,187.80","112,715.72"
2024/07/05,"41,009.36","41,100.13","40,746.89","40,912.37","40,422.50","39,171.58","39,021.16",--,"114,234","122,340.40","112,829.24"
2024/07/04,"40,747.59","40,971.23","40,604.15","40,913.65","40,156.64","39,074.60","39,005.53",--,"117,993","124,362.40","116,700.28"
2024/07/03,"40,225.83","40,694.21","40,172.85","40,580.76","39,842.22","38,960.22","38,976.12",--,"125,645","123,769.40","116,674.12"
2024/07/02,"39,543.61","40,113.48","39,457.62","40,074.69","39,659.48","38,879.26","38,952.48",--,"135,050","120,417.00","116,604.92"
2024/07/01,"39,839.82","39,942.69","39,537.10","39,631.06","39,479.18","38,830.49","38,934.09",--,"118,780","115,057.80","115,251.20"
2024/06/28,"39,593.01","39,783.70","39,485.73","39,583.08","39,313.89","38,801.25","38,922.98",--,"124,344","109,993.00","114,269.56"
2024/06/27,"39,434.47","39,439.24","39,193.51","39,341.54","39,116.57","38,763.77","38,912.81",--,"115,028","113,292.60","113,148.00"
2024/06/26,"39,364.73","39,788.63","39,233.56","39,667.07","38,974.87","38,754.24","38,917.44",--,"108,883","107,896.00","112,857.08"
2024/06/25,"38,833.90","39,215.07","38,758.07","39,173.15","38,755.61","38,712.24","38,916.53",--,"108,254","104,841.00","112,722.56"
2024/06/24,"38,497.42","38,905.47","38,416.07","38,804.65","38,617.40","38,703.19","38,928.77",--,"93,456","102,606.60","112,661.16"
2024/06/21,"38,608.66","38,795.68","38,532.13","38,596.47","38,476.96","38,713.79","38,946.01",--,"140,842","105,413.20","114,020.60"
2024/06/20,"38,410.32","38,637.62","38,263.08","38,633.02","38,520.57","38,721.43","38,966.18",--,"88,045","108,668.00","113,720.32"
2024/06/19,"38,653.91","38,797.97","38,453.41","38,570.76","38,538.06","38,732.92","38,983.21",--,"93,608","114,244.00","116,516.24"
2024/06/18,"38,433.48","38,519.02","38,332.89","38,482.11","38,599.25","38,725.52","38,991.15",--,"97,082","117,154.40","118,622.84"
2024/06/17,"38,440.98","38,442.70","37,950.20","38,102.44","38,729.79","38,720.47","39,000.83",--,"107,489","116,403.80","120,470.04"
2024/06/14,"38,587.57","39,025.70","38,554.75","38,814.56","38,916.93","38,723.56","39,015.99",--,"157,116","112,751.00","121,319.84"
2024/06/13,"39,182.06","39,252.44","38,689.79","38,720.47","38,890.81","38,700.14","39,021.58",--,"115,925","100,574.80","121,728.88"
2024/06/12,"38,865.15","38,945.99","38,809.36","38,876.71","38,887.42","38,674.28","39,026.62",--,"108,160","101,172.80","121,833.88"
2024/06/11,"39,175.59","39,336.66","39,074.88","39,134.79","38,810.11","38,647.30","39,018.43",--,"93,329","103,414.80","122,311.72"
2024/06/10,"38,689.78","39,081.54","38,689.78","39,038.16","38,750.64","38,635.32","39,008.15",--,"89,225","108,322.60","123,188.12"
2024/06/07,"38,597.55","38,747.27","38,560.85","38,683.93","38,727.62","38,603.23","39,000.58",--,"96,235","113,648.60","123,696.24"
2024/06/06,"38,841.66","39,011.93","38,693.50","38,703.51","38,688.41","38,586.84","38,997.96",--,"118,915","136,603.60","124,188.56"
2024/06/05,"38,654.09","38,656.41","38,343.98","38,490.17","38,558.53","38,574.92","38,990.68",--,"119,370","136,288.40","125,489.08"
2024/06/04,"38,702.54","38,895.06","38,591.79","38,837.46","38,571.87","38,552.71","38,980.19",--,"117,868","137,197.40","125,708.44"
2024/06/03,"38,734.95","39,032.50","38,734.95","38,923.03","38,575.46","38,504.35","38,968.54",--,"115,855","133,865.20","125,547.80"
2024/05/31,"38,173.22","38,526.93","38,087.61","38,487.90","38,570.85","38,485.83","38,941.54",--,"211,010","129,542.00","125,758.84"
2024/05/30,"38,112.77","38,138.03","37,617.00","38,054.13","38,602.50","38,448.40","38,919.87",--,"117,339","106,601.00","121,155.52"
2024/05/29,"38,880.50","39,141.99","38,524.24","38,556.87","38,812.31","38,423.78","38,894.08",--,"123,915","104,684.20","121,236.56"
2024/05/28,"38,879.15","38,981.97","38,756.13","38,855.37","38,824.36","38,364.24","38,862.13",--,"101,207","101,005.20","122,494.48"
2024/05/27,"38,766.21","38,900.02","38,667.93","38,900.02","38,842.67","38,333.21","38,828.79",--,"94,239","102,107.60","122,678.32"
2024/05/24,"38,506.03","38,740.82","38,367.70","38,646.11","38,876.60","38,295.68","38,792.23",--,"96,305","108,748.20","123,734.52"
2024/05/23,"38,803.13","39,129.47","38,617.43","39,103.22","38,904.86","38,288.69","38,757.10",--,"107,755","116,154.20","125,200.56"
2024/05/22,"38,823.91","38,854.99","38,592.94","38,617.10","38,868.27","38,293.87","38,719.54",--,"105,520","126,191.80","125,170.96"
2024/05/21,"39,232.16","39,346.15","38,942.28","38,946.93","38,821.99","38,330.13","38,685.53",--,"106,719","134,342.40","125,235.24"
2024/05/20,"38,761.71","39,437.16","38,703.70","39,069.68","38,703.82","38,349.96","38,646.59",--,"127,442","141,651.00","125,246.56"
2024/05/17,"38,561.04","38,842.49","38,539.56","38,787.38","38,525.77","38,370.44","38,602.35",--,"133,335","141,909.40","124,045.48"
2024/05/16,"38,645.96","38,949.38","38,513.33","38,920.26","38,414.12","38,409.87","38,568.33",--,"157,943","148,710.80","122,948.88"
2024/05/15,"38,533.09","38,816.60","38,335.61","38,385.73","38,244.86","38,426.94","38,532.42",--,"146,273","140,832.20","120,963.20"
2024/05/14,"38,287.99","38,477.68","38,084.71","38,356.06","38,208.19","38,451.20","38,507.51",--,"143,262","135,598.80","120,294.76"
2024/05/13,"38,211.61","38,273.40","37,969.58","38,179.46","38,304.00","38,507.88","38,483.39",--,"128,734","129,994.20","120,370.08"
2024/05/10,"38,361.79","38,741.88","38,126.91","38,229.11","38,315.32","38,558.78","38,453.84",--,"167,342","124,633.00","120,147.72"
2024/05/09,"38,242.92","38,429.81","38,072.24","38,073.98","38,324.31","38,623.17","38,417.00",--,"118,550","112,873.20","118,085.84"
2024/05/08,"38,677.57","38,749.35","38,159.85","38,202.37","38,390.65","38,692.33","38,382.38",--,"120,106","119,448.80","118,724.28"
2024/05/07,"38,636.23","38,863.14","38,541.97","38,835.10","38,337.12","38,779.01","38,347.94",--,"115,239","120,398.40","118,799.20"
2024/05/02,"38,004.01","38,355.60","37,958.19","38,236.07","38,095.80","38,832.33","38,308.83",--,"101,928","120,121.00","119,614.76"
2024/05/01,"38,107.38","38,433.34","38,036.24","38,274.05","38,140.60","38,933.40","38,273.37",--,"108,543","123,961.60","120,390.12"
2024/04/30,"38,312.66","38,608.17","38,182.11","38,405.66","37,996.22","39,018.36","38,230.39",--,"151,428","121,438.40","120,103.00"
2024/04/26,"37,725.61","38,097.54","37,550.70","37,934.76","37,802.81","39,098.70","38,177.53",--,"124,854","115,025.80","118,105.16"
2024/04/25,"38,065.91","38,129.53","37,604.23","37,628.48","37,629.53","39,216.84","38,121.91",--,"113,852","121,127.60","118,554.88"
2024/04/24,"37,871.92","38,460.08","37,857.47","38,460.08","37,719.78","39,344.33","38,065.23",--,"121,131","119,517.80","120,288.08"
2024/04/23,"37,797.06","37,817.78","37,397.27","37,552.16","37,620.12","39,406.07","37,996.27",--,"95,927","119,420.40","120,830.56"
2024/04/22,"37,240.93","37,511.80","37,052.63","37,438.61","37,803.93","39,493.60","37,941.77",--,"119,365","126,826.20","122,142.96"
2024/04/19,"37,724.47","37,749.48","36,733.06","37,068.35","38,162.77","39,544.36","37,889.78",--,"155,363","124,356.20","124,052.24"
2024/04/18,"37,745.04","38,216.75","37,644.91","38,079.70","38,653.81","39,613.93","37,844.62",--,"105,803","114,709.00","122,280.44"
2024/04/17,"38,587.47","38,587.61","37,961.80","37,961.80","38,926.39","39,638.58","37,780.97",--,"120,644","114,948.80","122,262.48"
2024/04/16,"38,750.67","38,764.82","38,322.32","38,471.20","39,250.39","39,672.01","37,718.20",--,"132,956","110,303.00","121,954.04"
2024/04/15,"39,056.93","39,232.80","38,820.95","39,232.80","39,510.78","39,685.98","37,647.50",--,"107,015","104,895.80","121,952.56"
2024/04/12,"39,722.02","39,774.82","39,457.73","39,523.55","39,533.63","39,704.22","37,566.27",--,"107,127","105,153.00","123,405.52"
2024/04/11,"39,090.68","39,473.48","39,065.31","39,442.63","39,427.33","39,707.23","37,488.30",--,"107,002","109,640.00","124,607.28"
2024/04/10,"39,582.33","39,708.70","39,510.48","39,581.81","39,493.44","39,733.15","37,405.33",--,"97,415","117,268.60","124,843.96"
2024/04/09,"39,496.95","39,773.13","39,476.13","39,773.13","39,467.44","39,753.79","37,314.36",--,"105,920","122,420.60","125,556.44"
2024/04/08,"39,391.98","39,617.36","39,197.00","39,347.04","39,480.60","39,767.23","37,223.65",--,"108,301","124,395.60","126,097.52"
2024/04/05,"39,237.39","39,274.76","38,774.24","38,992.08","39,571.81","39,789.78","37,134.84",--,"129,562","129,637.60","126,676.40"
2024/04/04,"39,928.33","40,243.02","39,773.14","39,773.14","39,847.28","39,796.75","37,053.97",--,"145,145","128,121.00","128,133.52"
2024/04/03,"39,503.72","39,625.90","39,217.04","39,451.85","39,926.27","39,774.14","36,961.58",--,"123,175","126,217.60","127,124.84"
2024/04/02,"39,892.59","40,151.05","39,707.87","39,838.91","40,188.44","39,765.65","36,872.77",--,"115,795","125,845.00","126,961.64"
2024/04/01,"40,646.70","40,697.22","39,706.45","39,803.09","40,300.27","39,741.44","36,772.36",--,"134,511","122,959.00","127,357.52"
2024/03/29,"40,277.45","40,521.71","40,268.11","40,369.44","40,422.47","39,713.27","36,679.76",--,"121,979","116,353.20","126,894.08"
2024/03/28,"40,324.42","40,482.02","40,054.06","40,168.07","40,526.27","39,628.97","36,587.45",--,"135,628","119,176.80","126,203.68"
2024/03/27,"40,517.17","40,979.36","40,452.21","40,762.73","40,655.79","39,556.80","36,488.89",--,"121,312","123,487.60","125,117.88"
2024/03/26,"40,345.04","40,529.53","40,280.85","40,398.03","40,503.96","39,465.10","36,388.47",--,"101,365","126,163.80","124,346.20"
2024/03/25,"40,798.96","40,837.18","40,414.12","40,414.12","40,372.45","39,388.67","36,295.58",--,"101,482","131,638.20","126,360.28"
2024/03/22,"40,942.88","41,087.75","40,714.14","40,888.43","40,031.15","39,298.42","36,203.22",--,"136,097","144,761.20","127,500.76"
2024/03/21,"40,511.55","40,823.32","40,452.19","40,815.66","39,614.94","39,171.02","36,102.32",--,"157,182","139,755.40","126,867.84"
2024/03/19,"39,622.58","40,003.60","39,407.50","40,003.60","39,191.00","39,056.95","36,003.56",--,"134,693","129,389.80","126,200.72"
2024/03/18,"38,960.99","39,769.11","38,935.47","39,740.44","38,949.78","38,932.70","35,916.14",--,"128,737","125,037.80","126,683.64"
2024/03/15,"38,548.16","38,808.68","38,519.94","38,707.64","38,765.79","38,817.62","35,834.61",--,"167,097","125,874.20","127,573.60"
2024/03/14,"38,591.73","38,840.33","38,400.17","38,807.38","38,962.05","38,714.11","35,764.54",--,"111,068","121,122.60","125,950.56"
2024/03/13,"39,059.95","39,147.80","38,452.57","38,695.97","39,120.32","38,608.24","35,691.83",--,"105,354","126,343.20","126,895.40"
2024/03/12,"38,470.39","38,841.80","38,271.38","38,797.51","39,399.28","38,514.57","35,621.05",--,"112,933","127,856.20","127,902.40"
2024/03/11,"39,232.14","39,241.28","38,496.66","38,820.49","39,659.31","38,408.99","35,551.56",--,"132,919","128,315.00","127,977.92"
2024/03/08,"39,809.56","39,989.33","39,551.60","39,688.94","39,917.05","38,296.63","35,479.61",--,"143,339","125,620.60","127,386.52"
2024/03/07,"40,331.06","40,472.11","39,518.40","39,598.71","39,961.43","38,160.54","35,397.35",--,"137,171","121,507.40","126,096.76"
2024/03/06,"39,792.37","40,147.77","39,769.04","40,090.78","39,874.93","38,019.22","35,305.31",--,"112,919","127,271.20","124,125.88"
2024/03/05,"39,881.73","40,226.99","39,840.34","40,097.63","39,698.38","37,856.67","35,205.24",--,"115,227","128,673.00","123,429.44"
2024/03/04,"40,201.76","40,314.64","40,001.55","40,109.23","39,526.75","37,682.81","35,104.84",--,"119,447","129,446.60","123,205.84"
2024/03/01,"39,254.69","39,990.23","39,224.64","39,910.82","39,351.65","37,527.90","35,005.34",--,"122,773","130,695.60","122,211.56"
2024/02/29,"38,935.53","39,250.12","38,876.81","39,166.19","39,189.22","37,380.52","34,902.08",--,"165,990","130,726.00","121,645.72"
2024/02/28,"39,189.22","39,283.95","39,075.47","39,208.03","39,008.42","37,274.58","34,810.16",--,"119,928","118,471.80","119,465.88"
2024/02/27,"39,260.78","39,426.29","39,113.03","39,239.52","38,839.53","37,168.14","34,723.50",--,"119,095","116,182.80","118,668.84"
2024/02/26,"39,320.64","39,388.08","39,181.03","39,233.71","38,685.70","37,037.09","34,626.30",--,"125,692","112,767.80","118,069.76"
2024/02/22,"38,508.07","39,156.97","38,508.07","39,098.68","38,536.41","36,886.38","34,524.54",--,"122,925","117,972.80","117,053.48"
2024/02/21,"38,191.97","38,339.70","38,095.15","38,262.16","38,348.26","36,741.55","34,414.68",--,"104,719","119,386.60","117,717.12"
2024/02/20,"38,510.37","38,742.33","38,288.04","38,363.61","38,236.49","36,635.83","34,313.81",--,"108,483","122,497.60","117,666.20"
2024/02/19,"38,473.41","38,555.84","38,281.70","38,470.38","38,156.57","36,537.35","34,215.52",--,"102,020","128,901.80","117,553.92"
2024/02/16,"38,517.37","38,865.06","38,361.55","38,487.24","37,841.97","36,421.62","34,110.60",--,"151,717","137,851.00","118,642.16"
